tagID,animateType,name,tagAddr,no
TAG_1_59_3,changeImageGroup,untitle_1_1_59_3_T,http://192.168.245.3:9898/monitor/lighting/1_59_3,232
TAG_1_59_4,changeImageGroup,untitle_1_1_59_4_T,http://192.168.245.3:9898/monitor/lighting/1_59_4,233
TAG_1_6,changeImageGroup,ALL_1_1_6_G,http://192.168.245.3:9898/monitor/lighting/1_6,234
TAG_1_6_1,changeImageGroup,F02_1_1_6_1_T,http://192.168.245.3:9898/monitor/lighting/1_6_1,235
TAG_1_6_2,changeImageGroup,F02_1_1_6_2_T,http://192.168.245.3:9898/monitor/lighting/1_6_2,236
TAG_1_6_3,changeImageGroup,F02_1_1_6_3_T,http://192.168.245.3:9898/monitor/lighting/1_6_3,237
TAG_1_6_4,changeImageGroup,F02_1_1_6_4_T,http://192.168.245.3:9898/monitor/lighting/1_6_4,238
TAG_1_60_1,changeImageGroup,F01_1_1_60_1_T,http://192.168.245.3:9898/monitor/lighting/1_60_1,239
TAG_1_60_2,changeImageGroup,F01_1_1_60_2_T,http://192.168.245.3:9898/monitor/lighting/1_60_2,240
TAG_1_60_3,changeImageGroup,F01_1_1_60_3_T,http://192.168.245.3:9898/monitor/lighting/1_60_3,241
TAG_1_60_4,changeImageGroup,F01_1_1_60_4_T,http://192.168.245.3:9898/monitor/lighting/1_60_4,242
TAG_1_61_1,changeImageGroup,ALL_1_1_61_1_T,http://192.168.245.3:9898/monitor/lighting/1_61_1,243
TAG_1_61_2,changeImageGroup,ALL_1_1_61_2_T,http://192.168.245.3:9898/monitor/lighting/1_61_2,244
TAG_1_61_3,changeImageGroup,ALL_1_1_61_3_T,http://192.168.245.3:9898/monitor/lighting/1_61_3,245
TAG_1_61_4,changeImageGroup,ALL_1_1_61_4_T,http://192.168.245.3:9898/monitor/lighting/1_61_4,246
TAG_1_62_1,changeImageGroup,untitle_1_1_62_1_T,http://192.168.245.3:9898/monitor/lighting/1_62_1,247
TAG_1_62_2,changeImageGroup,untitle_1_1_62_2_T,http://192.168.245.3:9898/monitor/lighting/1_62_2,248
TAG_1_62_3,changeImageGroup,untitle_1_1_62_3_T,http://192.168.245.3:9898/monitor/lighting/1_62_3,249
TAG_1_62_4,changeImageGroup,untitle_1_1_62_4_T,http://192.168.245.3:9898/monitor/lighting/1_62_4,250
TAG_1_63_1,changeImageGroup,ALL_1_1_63_1_T,http://192.168.245.3:9898/monitor/lighting/1_63_1,251
TAG_1_63_2,changeImageGroup,ALL_1_1_63_2_T,http://192.168.245.3:9898/monitor/lighting/1_63_2,252
TAG_1_63_3,changeImageGroup,untitle_1_1_63_3_T,http://192.168.245.3:9898/monitor/lighting/1_63_3,253
TAG_1_63_4,changeImageGroup,untitle_1_1_63_4_T,http://192.168.245.3:9898/monitor/lighting/1_63_4,254
TAG_1_64_1,changeImageGroup,untitle_1_1_64_1_T,http://192.168.245.3:9898/monitor/lighting/1_64_1,255
TAG_1_64_2,changeImageGroup,untitle_1_1_64_2_T,http://192.168.245.3:9898/monitor/lighting/1_64_2,256
TAG_1_64_3,changeImageGroup,untitle_1_1_64_3_T,http://192.168.245.3:9898/monitor/lighting/1_64_3,257
TAG_1_64_4,changeImageGroup,untitle_1_1_64_4_T,http://192.168.245.3:9898/monitor/lighting/1_64_4,258
TAG_1_65_1,changeImageGroup,untitle_1_1_65_1_T,http://192.168.245.3:9898/monitor/lighting/1_65_1,259
TAG_1_65_2,changeImageGroup,untitle_1_1_65_2_T,http://192.168.245.3:9898/monitor/lighting/1_65_2,260
TAG_1_65_3,changeImageGroup,untitle_1_1_65_3_T,http://192.168.245.3:9898/monitor/lighting/1_65_3,261
TAG_1_65_4,changeImageGroup,untitle_1_1_65_4_T,http://192.168.245.3:9898/monitor/lighting/1_65_4,262
TAG_1_66_1,changeImageGroup,untitle_1_1_66_1_T,http://192.168.245.3:9898/monitor/lighting/1_66_1,263
TAG_1_66_2,changeImageGroup,untitle_1_1_66_2_T,http://192.168.245.3:9898/monitor/lighting/1_66_2,264
TAG_1_66_3,changeImageGroup,untitle_1_1_66_3_T,http://192.168.245.3:9898/monitor/lighting/1_66_3,265
TAG_1_66_4,changeImageGroup,untitle_1_1_66_4_T,http://192.168.245.3:9898/monitor/lighting/1_66_4,266
TAG_1_67_1,changeImageGroup,untitle_1_1_67_1_T,http://192.168.245.3:9898/monitor/lighting/1_67_1,267
TAG_1_67_2,changeImageGroup,untitle_1_1_67_2_T,http://192.168.245.3:9898/monitor/lighting/1_67_2,268
TAG_1_67_3,changeImageGroup,untitle_1_1_67_3_T,http://192.168.245.3:9898/monitor/lighting/1_67_3,269
TAG_1_67_4,changeImageGroup,untitle_1_1_67_4_T,http://192.168.245.3:9898/monitor/lighting/1_67_4,270
TAG_1_68_1,changeImageGroup,untitle_1_1_68_1_T,http://192.168.245.3:9898/monitor/lighting/1_68_1,271
TAG_1_68_2,changeImageGroup,untitle_1_1_68_2_T,http://192.168.245.3:9898/monitor/lighting/1_68_2,272
TAG_1_68_3,changeImageGroup,untitle_1_1_68_3_T,http://192.168.245.3:9898/monitor/lighting/1_68_3,273
TAG_1_68_4,changeImageGroup,untitle_1_1_68_4_T,http://192.168.245.3:9898/monitor/lighting/1_68_4,274
TAG_1_69_1,changeImageGroup,untitle_1_1_69_1_T,http://192.168.245.3:9898/monitor/lighting/1_69_1,275
TAG_1_69_2,changeImageGroup,untitle_1_1_69_2_T,http://192.168.245.3:9898/monitor/lighting/1_69_2,276
TAG_1_69_3,changeImageGroup,untitle_1_1_69_3_T,http://192.168.245.3:9898/monitor/lighting/1_69_3,277
TAG_1_69_4,changeImageGroup,untitle_1_1_69_4_T,http://192.168.245.3:9898/monitor/lighting/1_69_4,278
TAG_1_7,changeImageGroup,ALL_1_1_7_G,http://192.168.245.3:9898/monitor/lighting/1_7,279
TAG_1_7_1,changeImageGroup,untitle_1_1_7_1_T,http://192.168.245.3:9898/monitor/lighting/1_7_1,280
TAG_1_7_2,changeImageGroup,F02_1_1_7_2_T,http://192.168.245.3:9898/monitor/lighting/1_7_2,281
TAG_1_7_3,changeImageGroup,F02_1_1_7_3_T,http://192.168.245.3:9898/monitor/lighting/1_7_3,282
TAG_1_7_4,changeImageGroup,F02_1_1_7_4_T,http://192.168.245.3:9898/monitor/lighting/1_7_4,283
TAG_1_70_1,changeImageGroup,untitle_1_1_70_1_T,http://192.168.245.3:9898/monitor/lighting/1_70_1,284
TAG_1_70_2,changeImageGroup,untitle_1_1_70_2_T,http://192.168.245.3:9898/monitor/lighting/1_70_2,285
TAG_1_70_3,changeImageGroup,untitle_1_1_70_3_T,http://192.168.245.3:9898/monitor/lighting/1_70_3,286
TAG_1_70_4,changeImageGroup,untitle_1_1_70_4_T,http://192.168.245.3:9898/monitor/lighting/1_70_4,287
TAG_1_71_1,changeImageGroup,untitle_1_1_71_1_T,http://192.168.245.3:9898/monitor/lighting/1_71_1,288
TAG_1_71_2,changeImageGroup,untitle_1_1_71_2_T,http://192.168.245.3:9898/monitor/lighting/1_71_2,289
TAG_1_8,changeImageGroup,ALL_1_1_8_G,http://192.168.245.3:9898/monitor/lighting/1_8,290
TAG_1_8_1,changeImageGroup,F02_1_1_8_1_T,http://192.168.245.3:9898/monitor/lighting/1_8_1,291
TAG_1_8_2,changeImageGroup,F02_1_1_8_2_T,http://192.168.245.3:9898/monitor/lighting/1_8_2,292
TAG_1_8_3,changeImageGroup,F02_1_1_8_3_T,http://192.168.245.3:9898/monitor/lighting/1_8_3,293
TAG_1_8_4,changeImageGroup,F02_1_1_8_4_T,http://192.168.245.3:9898/monitor/lighting/1_8_4,294
TAG_1_9_1,changeImageGroup,F02_1_1_9_1_T,http://192.168.245.3:9898/monitor/lighting/1_9_1,295
TAG_1_9_2,changeImageGroup,F02_1_1_9_2_T,http://192.168.245.3:9898/monitor/lighting/1_9_2,296
TAG_1_9_3,changeImageGroup,F02_1_1_9_3_T,http://192.168.245.3:9898/monitor/lighting/1_9_3,297
TAG_1_9_4,changeImageGroup,F02_1_1_9_4_T,http://192.168.245.3:9898/monitor/lighting/1_9_4,298
TAG_2_0_1,changeImageGroup,untitle_1_2_0_1_T,http://192.168.245.3:9898/monitor/lighting/2_0_1,299
TAG_2_0_2,changeImageGroup,untitle_1_2_0_2_T,http://192.168.245.3:9898/monitor/lighting/2_0_2,300
TAG_2_0_3,changeImageGroup,untitle_1_2_0_3_T,http://192.168.245.3:9898/monitor/lighting/2_0_3,301
TAG_2_0_4,changeImageGroup,untitle_1_2_0_4_T,http://192.168.245.3:9898/monitor/lighting/2_0_4,302
TAG_2_1_G,changeImageGroup,ALL_1_2_1_G,http://192.168.245.3:9898/monitor/lighting/2_1,303
TAG_2_1_P,changeImageGroup,ALL_1_2_1_P,http://192.168.245.3:9898/monitor/lighting/2_1,304
TAG_2_1_1,changeImageGroup,F04_1_2_1_1_T,http://192.168.245.3:9898/monitor/lighting/2_1_1,305
TAG_2_1_2,changeImageGroup,F04_1_2_1_2_T,http://192.168.245.3:9898/monitor/lighting/2_1_2,306
TAG_2_1_3,changeImageGroup,F04_1_2_1_3_T,http://192.168.245.3:9898/monitor/lighting/2_1_3,307
TAG_2_1_4,changeImageGroup,F04_1_2_1_4_T,http://192.168.245.3:9898/monitor/lighting/2_1_4,308
TAG_2_10_1,changeImageGroup,F04_1_2_10_1_T,http://192.168.245.3:9898/monitor/lighting/2_10_1,309
TAG_2_10_2,changeImageGroup,F04_1_2_10_2_T,http://192.168.245.3:9898/monitor/lighting/2_10_2,310
TAG_2_10_3,changeImageGroup,F04_1_2_10_3_T,http://192.168.245.3:9898/monitor/lighting/2_10_3,311
TAG_2_10_4,changeImageGroup,F04_1_2_10_4_T,http://192.168.245.3:9898/monitor/lighting/2_10_4,312
TAG_2_11_1,changeImageGroup,F04_1_2_11_1_T,http://192.168.245.3:9898/monitor/lighting/2_11_1,313
TAG_2_11_2,changeImageGroup,F04_1_2_11_2_T,http://192.168.245.3:9898/monitor/lighting/2_11_2,314
TAG_2_11_3,changeImageGroup,F04_1_2_11_3_T,http://192.168.245.3:9898/monitor/lighting/2_11_3,315
TAG_2_11_4,changeImageGroup,F04_1_2_11_4_T,http://192.168.245.3:9898/monitor/lighting/2_11_4,316
TAG_2_12_1,changeImageGroup,F04_1_2_12_1_T,http://192.168.245.3:9898/monitor/lighting/2_12_1,317
TAG_2_12_2,changeImageGroup,F04_1_2_12_2_T,http://192.168.245.3:9898/monitor/lighting/2_12_2,318
TAG_2_12_3,changeImageGroup,F04_1_2_12_3_T,http://192.168.245.3:9898/monitor/lighting/2_12_3,319
TAG_2_12_4,changeImageGroup,F04_1_2_12_4_T,http://192.168.245.3:9898/monitor/lighting/2_12_4,320
TAG_2_13_1,changeImageGroup,F04_1_2_13_1_T,http://192.168.245.3:9898/monitor/lighting/2_13_1,321
TAG_2_13_2,changeImageGroup,F04_1_2_13_2_T,http://192.168.245.3:9898/monitor/lighting/2_13_2,322
TAG_2_13_3,changeImageGroup,F04_1_2_13_3_T,http://192.168.245.3:9898/monitor/lighting/2_13_3,323
TAG_2_13_4,changeImageGroup,F04_1_2_13_4_T,http://192.168.245.3:9898/monitor/lighting/2_13_4,324
TAG_2_14_1,changeImageGroup,F04_1_2_14_1_T,http://192.168.245.3:9898/monitor/lighting/2_14_1,325
TAG_2_14_2,changeImageGroup,F04_1_2_14_2_T,http://192.168.245.3:9898/monitor/lighting/2_14_2,326
TAG_2_14_3,changeImageGroup,F04_1_2_14_3_T,http://192.168.245.3:9898/monitor/lighting/2_14_3,327
TAG_2_14_4,changeImageGroup,F04_1_2_14_4_T,http://192.168.245.3:9898/monitor/lighting/2_14_4,328
TAG_2_15_1,changeImageGroup,F04_1_2_15_1_T,http://192.168.245.3:9898/monitor/lighting/2_15_1,329
TAG_2_15_2,changeImageGroup,F04_1_2_15_2_T,http://192.168.245.3:9898/monitor/lighting/2_15_2,330
TAG_2_15_3,changeImageGroup,F04_1_2_15_3_T,http://192.168.245.3:9898/monitor/lighting/2_15_3,331
TAG_2_15_4,changeImageGroup,F04_1_2_15_4_T,http://192.168.245.3:9898/monitor/lighting/2_15_4,332
TAG_2_16_1,changeImageGroup,F04_1_2_16_1_T,http://192.168.245.3:9898/monitor/lighting/2_16_1,333
TAG_2_16_2,changeImageGroup,F04_1_2_16_2_T,http://192.168.245.3:9898/monitor/lighting/2_16_2,334
TAG_2_16_3,changeImageGroup,F04_1_2_16_3_T,http://192.168.245.3:9898/monitor/lighting/2_16_3,335
TAG_2_16_4,changeImageGroup,F04_1_2_16_4_T,http://192.168.245.3:9898/monitor/lighting/2_16_4,336
TAG_2_17_1,changeImageGroup,F04_1_2_17_1_T,http://192.168.245.3:9898/monitor/lighting/2_17_1,337
TAG_2_17_2,changeImageGroup,F04_1_2_17_2_T,http://192.168.245.3:9898/monitor/lighting/2_17_2,338
TAG_2_17_3,changeImageGroup,F04_1_2_17_3_T,http://192.168.245.3:9898/monitor/lighting/2_17_3,339
TAG_2_17_4,changeImageGroup,F04_1_2_17_4_T,http://192.168.245.3:9898/monitor/lighting/2_17_4,340
TAG_2_18_1,changeImageGroup,F04_1_2_18_1_T,http://192.168.245.3:9898/monitor/lighting/2_18_1,341
TAG_2_18_2,changeImageGroup,F04_1_2_18_2_T,http://192.168.245.3:9898/monitor/lighting/2_18_2,342
TAG_2_18_3,changeImageGroup,untitle_1_2_18_3_T,http://192.168.245.3:9898/monitor/lighting/2_18_3,343
TAG_2_18_4,changeImageGroup,F04_1_2_18_4_T,http://192.168.245.3:9898/monitor/lighting/2_18_4,344
TAG_2_19_1,changeImageGroup,F04_1_2_19_1_T,http://192.168.245.3:9898/monitor/lighting/2_19_1,345
TAG_2_19_2,changeImageGroup,F04_1_2_19_2_T,http://192.168.245.3:9898/monitor/lighting/2_19_2,346
TAG_2_19_3,changeImageGroup,F04_1_2_19_3_T,http://192.168.245.3:9898/monitor/lighting/2_19_3,347
TAG_2_19_4,changeImageGroup,F04_1_2_19_4_T,http://192.168.245.3:9898/monitor/lighting/2_19_4,348
TAG_2_2_G,changeImageGroup,ALL_1_2_2_G,http://192.168.245.3:9898/monitor/lighting/2_2,349
TAG_2_2_P,changeImageGroup,ALL_1_2_2_P,http://192.168.245.3:9898/monitor/lighting/2_2,350
TAG_2_2_1,changeImageGroup,F04_1_2_2_1_T,http://192.168.245.3:9898/monitor/lighting/2_2_1,351
TAG_2_2_2,changeImageGroup,F04_1_2_2_2_T,http://192.168.245.3:9898/monitor/lighting/2_2_2,352
TAG_2_2_3,changeImageGroup,F04_1_2_2_3_T,http://192.168.245.3:9898/monitor/lighting/2_2_3,353
TAG_2_2_4,changeImageGroup,F04_1_2_2_4_T,http://192.168.245.3:9898/monitor/lighting/2_2_4,354
TAG_2_20_1,changeImageGroup,F04_1_2_20_1_T,http://192.168.245.3:9898/monitor/lighting/2_20_1,355
TAG_2_20_2,changeImageGroup,F04_1_2_20_2_T,http://192.168.245.3:9898/monitor/lighting/2_20_2,356
TAG_2_20_3,changeImageGroup,F04_1_2_20_3_T,http://192.168.245.3:9898/monitor/lighting/2_20_3,357
TAG_2_20_4,changeImageGroup,F04_1_2_20_4_T,http://192.168.245.3:9898/monitor/lighting/2_20_4,358
TAG_2_21_1,changeImageGroup,F04_1_2_21_1_T,http://192.168.245.3:9898/monitor/lighting/2_21_1,359
TAG_2_21_2,changeImageGroup,F04_1_2_21_2_T,http://192.168.245.3:9898/monitor/lighting/2_21_2,360
TAG_2_21_3,changeImageGroup,F04_1_2_21_3_T,http://192.168.245.3:9898/monitor/lighting/2_21_3,361
TAG_2_21_4,changeImageGroup,F04_1_2_21_4_T,http://192.168.245.3:9898/monitor/lighting/2_21_4,362
TAG_2_22_1,changeImageGroup,F04_1_2_22_1_T,http://192.168.245.3:9898/monitor/lighting/2_22_1,363
TAG_2_22_2,changeImageGroup,F04_1_2_22_2_T,http://192.168.245.3:9898/monitor/lighting/2_22_2,364
TAG_2_22_3,changeImageGroup,F04_1_2_22_3_T,http://192.168.245.3:9898/monitor/lighting/2_22_3,365
TAG_2_22_4,changeImageGroup,F04_1_2_22_4_T,http://192.168.245.3:9898/monitor/lighting/2_22_4,366
TAG_2_23_1,changeImageGroup,untitle_1_2_23_1_T,http://192.168.245.3:9898/monitor/lighting/2_23_1,367
TAG_2_23_2,changeImageGroup,F04_1_2_23_2_T,http://192.168.245.3:9898/monitor/lighting/2_23_2,368
TAG_2_23_3,changeImageGroup,untitle_1_2_23_3_T,http://192.168.245.3:9898/monitor/lighting/2_23_3,369
TAG_2_23_4,changeImageGroup,F04_1_2_23_4_T,http://192.168.245.3:9898/monitor/lighting/2_23_4,370
TAG_2_24_1,changeImageGroup,F04_1_2_24_1_T,http://192.168.245.3:9898/monitor/lighting/2_24_1,371
TAG_2_24_2,changeImageGroup,F04_1_2_24_2_T,http://192.168.245.3:9898/monitor/lighting/2_24_2,372
TAG_2_24_3,changeImageGroup,F04_1_2_24_3_T,http://192.168.245.3:9898/monitor/lighting/2_24_3,373
TAG_2_24_4,changeImageGroup,F04_1_2_24_4_T,http://192.168.245.3:9898/monitor/lighting/2_24_4,374
TAG_2_25_1,changeImageGroup,F04_1_2_25_1_T,http://192.168.245.3:9898/monitor/lighting/2_25_1,375
TAG_2_25_2,changeImageGroup,F04_1_2_25_2_T,http://192.168.245.3:9898/monitor/lighting/2_25_2,376
TAG_2_25_3,changeImageGroup,F04_1_2_25_3_T,http://192.168.245.3:9898/monitor/lighting/2_25_3,377
TAG_2_25_4,changeImageGroup,F04_1_2_25_4_T,http://192.168.245.3:9898/monitor/lighting/2_25_4,378
TAG_2_26_1,changeImageGroup,untitle_1_2_26_1_T,http://192.168.245.3:9898/monitor/lighting/2_26_1,379
TAG_2_26_2,changeImageGroup,F04_1_2_26_2_T,http://192.168.245.3:9898/monitor/lighting/2_26_2,380
TAG_2_26_3,changeImageGroup,untitle_1_2_26_3_T,http://192.168.245.3:9898/monitor/lighting/2_26_3,381
TAG_2_26_4,changeImageGroup,untitle_1_2_26_4_T,http://192.168.245.3:9898/monitor/lighting/2_26_4,382
TAG_2_27_1,changeImageGroup,F03_1_2_27_1_T,http://192.168.245.3:9898/monitor/lighting/2_27_1,383
TAG_2_27_2,changeImageGroup,F03_1_2_27_2_T,http://192.168.245.3:9898/monitor/lighting/2_27_2,384
TAG_2_27_3,changeImageGroup,F03_1_2_27_3_T,http://192.168.245.3:9898/monitor/lighting/2_27_3,385
TAG_2_27_4,changeImageGroup,F03_1_2_27_4_T,http://192.168.245.3:9898/monitor/lighting/2_27_4,386
TAG_2_28_1,changeImageGroup,F03_1_2_28_1_T,http://192.168.245.3:9898/monitor/lighting/2_28_1,387
TAG_2_28_2,changeImageGroup,F03_1_2_28_2_T,http://192.168.245.3:9898/monitor/lighting/2_28_2,388
TAG_2_28_3,changeImageGroup,F03_1_2_28_3_T,http://192.168.245.3:9898/monitor/lighting/2_28_3,389
TAG_2_28_4,changeImageGroup,F03_1_2_28_4_T,http://192.168.245.3:9898/monitor/lighting/2_28_4,390
TAG_2_29_1,changeImageGroup,untitle_1_2_29_1_T,http://192.168.245.3:9898/monitor/lighting/2_29_1,391
TAG_2_29_2,changeImageGroup,F03_1_2_29_2_T,http://192.168.245.3:9898/monitor/lighting/2_29_2,392
TAG_2_29_3,changeImageGroup,F03_1_2_29_3_T,http://192.168.245.3:9898/monitor/lighting/2_29_3,393
TAG_2_29_4,changeImageGroup,F03_1_2_29_4_T,http://192.168.245.3:9898/monitor/lighting/2_29_4,394
TAG_2_3,changeImageGroup,ALL_1_2_3_G,http://192.168.245.3:9898/monitor/lighting/2_3,395
TAG_2_3_1,changeImageGroup,F04_1_2_3_1_T,http://192.168.245.3:9898/monitor/lighting/2_3_1,396
TAG_2_3_2,changeImageGroup,F04_1_2_3_2_T,http://192.168.245.3:9898/monitor/lighting/2_3_2,397
TAG_2_3_3,changeImageGroup,untitle_1_2_3_3_T,http://192.168.245.3:9898/monitor/lighting/2_3_3,398
TAG_2_3_4,changeImageGroup,F04_1_2_3_4_T,http://192.168.245.3:9898/monitor/lighting/2_3_4,399
TAG_2_30_1,changeImageGroup,F03_1_2_30_1_T,http://192.168.245.3:9898/monitor/lighting/2_30_1,400
TAG_2_30_2,changeImageGroup,F03_1_2_30_2_T,http://192.168.245.3:9898/monitor/lighting/2_30_2,401
TAG_2_30_3,changeImageGroup,F03_1_2_30_3_T,http://192.168.245.3:9898/monitor/lighting/2_30_3,402
TAG_2_30_4,changeImageGroup,F03_1_2_30_4_T,http://192.168.245.3:9898/monitor/lighting/2_30_4,403
TAG_2_31_1,changeImageGroup,F03_1_2_31_1_T,http://192.168.245.3:9898/monitor/lighting/2_31_1,404
TAG_2_31_2,changeImageGroup,F03_1_2_31_2_T,http://192.168.245.3:9898/monitor/lighting/2_31_2,405
TAG_2_31_3,changeImageGroup,F03_1_2_31_3_T,http://192.168.245.3:9898/monitor/lighting/2_31_3,406
TAG_2_31_4,changeImageGroup,F03_1_2_31_4_T,http://192.168.245.3:9898/monitor/lighting/2_31_4,407
TAG_2_32_1,changeImageGroup,F03_1_2_32_1_T,http://192.168.245.3:9898/monitor/lighting/2_32_1,408
TAG_2_32_2,changeImageGroup,F03_1_2_32_2_T,http://192.168.245.3:9898/monitor/lighting/2_32_2,409
TAG_2_32_3,changeImageGroup,F03_1_2_32_3_T,http://192.168.245.3:9898/monitor/lighting/2_32_3,410
TAG_2_32_4,changeImageGroup,F03_1_2_32_4_T,http://192.168.245.3:9898/monitor/lighting/2_32_4,411
TAG_2_33_1,changeImageGroup,F03_1_2_33_1_T,http://192.168.245.3:9898/monitor/lighting/2_33_1,412
TAG_2_33_2,changeImageGroup,untitle_1_2_33_2_T,http://192.168.245.3:9898/monitor/lighting/2_33_2,413
TAG_2_33_3,changeImageGroup,F03_1_2_33_3_T,http://192.168.245.3:9898/monitor/lighting/2_33_3,414
TAG_2_33_4,changeImageGroup,F03_1_2_33_4_T,http://192.168.245.3:9898/monitor/lighting/2_33_4,415
TAG_2_34_1,changeImageGroup,F03_1_2_34_1_T,http://192.168.245.3:9898/monitor/lighting/2_34_1,416
TAG_2_34_2,changeImageGroup,F03_1_2_34_2_T,http://192.168.245.3:9898/monitor/lighting/2_34_2,417
TAG_2_34_3,changeImageGroup,F03_1_2_34_3_T,http://192.168.245.3:9898/monitor/lighting/2_34_3,418
TAG_2_34_4,changeImageGroup,untitle_1_2_34_4_T,http://192.168.245.3:9898/monitor/lighting/2_34_4,419
TAG_2_35_1,changeImageGroup,F03_1_2_35_1_T,http://192.168.245.3:9898/monitor/lighting/2_35_1,420
TAG_2_35_2,changeImageGroup,F03_1_2_35_2_T,http://192.168.245.3:9898/monitor/lighting/2_35_2,421
TAG_2_35_3,changeImageGroup,F03_1_2_35_3_T,http://192.168.245.3:9898/monitor/lighting/2_35_3,422
TAG_2_35_4,changeImageGroup,F03_1_2_35_4_T,http://192.168.245.3:9898/monitor/lighting/2_35_4,423
TAG_2_36_1,changeImageGroup,F03_1_2_36_1_T,http://192.168.245.3:9898/monitor/lighting/2_36_1,424
TAG_2_36_2,changeImageGroup,F03_1_2_36_2_T,http://192.168.245.3:9898/monitor/lighting/2_36_2,425
TAG_2_36_3,changeImageGroup,F03_1_2_36_3_T,http://192.168.245.3:9898/monitor/lighting/2_36_3,426
TAG_2_36_4,changeImageGroup,F03_1_2_36_4_T,http://192.168.245.3:9898/monitor/lighting/2_36_4,427
TAG_2_37_1,changeImageGroup,F03_1_2_37_1_T,http://192.168.245.3:9898/monitor/lighting/2_37_1,428
TAG_2_37_2,changeImageGroup,F03_1_2_37_2_T,http://192.168.245.3:9898/monitor/lighting/2_37_2,429
TAG_2_37_3,changeImageGroup,F03_1_2_37_3_T,http://192.168.245.3:9898/monitor/lighting/2_37_3,430
TAG_2_37_4,changeImageGroup,F03_1_2_37_4_T,http://192.168.245.3:9898/monitor/lighting/2_37_4,431
TAG_2_38_1,changeImageGroup,F03_1_2_38_1_T,http://192.168.245.3:9898/monitor/lighting/2_38_1,432
TAG_2_38_2,changeImageGroup,F03_1_2_38_2_T,http://192.168.245.3:9898/monitor/lighting/2_38_2,433
TAG_2_38_3,changeImageGroup,F03_1_2_38_3_T,http://192.168.245.3:9898/monitor/lighting/2_38_3,434
TAG_2_38_4,changeImageGroup,F03_1_2_38_4_T,http://192.168.245.3:9898/monitor/lighting/2_38_4,435
TAG_2_39_1,changeImageGroup,F03_1_2_39_1_T,http://192.168.245.3:9898/monitor/lighting/2_39_1,436
TAG_2_39_2,changeImageGroup,F03_1_2_39_2_T,http://192.168.245.3:9898/monitor/lighting/2_39_2,437
TAG_2_39_3,changeImageGroup,F03_1_2_39_3_T,http://192.168.245.3:9898/monitor/lighting/2_39_3,438
TAG_2_39_4,changeImageGroup,F03_1_2_39_4_T,http://192.168.245.3:9898/monitor/lighting/2_39_4,439
TAG_2_4,changeImageGroup,ALL_1_2_4_G,http://192.168.245.3:9898/monitor/lighting/2_4,440
TAG_2_4_1,changeImageGroup,F04_1_2_4_1_T,http://192.168.245.3:9898/monitor/lighting/2_4_1,441
TAG_2_4_2,changeImageGroup,F04_1_2_4_2_T,http://192.168.245.3:9898/monitor/lighting/2_4_2,442
TAG_2_4_3,changeImageGroup,F04_1_2_4_3_T,http://192.168.245.3:9898/monitor/lighting/2_4_3,443
TAG_2_4_4,changeImageGroup,F04_1_2_4_4_T,http://192.168.245.3:9898/monitor/lighting/2_4_4,444
TAG_2_40_1,changeImageGroup,F03_1_2_40_1_T,http://192.168.245.3:9898/monitor/lighting/2_40_1,445
TAG_2_40_2,changeImageGroup,F03_1_2_40_2_T,http://192.168.245.3:9898/monitor/lighting/2_40_2,446
TAG_2_40_3,changeImageGroup,F03_1_2_40_3_T,http://192.168.245.3:9898/monitor/lighting/2_40_3,447
TAG_2_40_4,changeImageGroup,F03_1_2_40_4_T,http://192.168.245.3:9898/monitor/lighting/2_40_4,448
TAG_2_41_1,changeImageGroup,F03_1_2_41_1_T,http://192.168.245.3:9898/monitor/lighting/2_41_1,449
TAG_2_41_2,changeImageGroup,F03_1_2_41_2_T,http://192.168.245.3:9898/monitor/lighting/2_41_2,450
TAG_2_41_3,changeImageGroup,F03_1_2_41_3_T,http://192.168.245.3:9898/monitor/lighting/2_41_3,451
TAG_2_41_4,changeImageGroup,F03_1_2_41_4_T,http://192.168.245.3:9898/monitor/lighting/2_41_4,452
TAG_2_42_1,changeImageGroup,F03_1_2_42_1_T,http://192.168.245.3:9898/monitor/lighting/2_42_1,453
TAG_2_42_2,changeImageGroup,F03_1_2_42_2_T,http://192.168.245.3:9898/monitor/lighting/2_42_2,454
TAG_2_42_3,changeImageGroup,F03_1_2_42_3_T,http://192.168.245.3:9898/monitor/lighting/2_42_3,455
TAG_2_42_4,changeImageGroup,F03_1_2_42_4_T,http://192.168.245.3:9898/monitor/lighting/2_42_4,456
TAG_2_43_1,changeImageGroup,F03_1_2_43_1_T,http://192.168.245.3:9898/monitor/lighting/2_43_1,457
TAG_2_43_2,changeImageGroup,F03_1_2_43_2_T,http://192.168.245.3:9898/monitor/lighting/2_43_2,458
TAG_2_43_3,changeImageGroup,F03_1_2_43_3_T,http://192.168.245.3:9898/monitor/lighting/2_43_3,459
TAG_2_43_4,changeImageGroup,F03_1_2_43_4_T,http://192.168.245.3:9898/monitor/lighting/2_43_4,460
TAG_2_44_1,changeImageGroup,F03_1_2_44_1_T,http://192.168.245.3:9898/monitor/lighting/2_44_1,461
TAG_2_44_2,changeImageGroup,F03_1_2_44_2_T,http://192.168.245.3:9898/monitor/lighting/2_44_2,462
TAG_2_44_3,changeImageGroup,F03_1_2_44_3_T,http://192.168.245.3:9898/monitor/lighting/2_44_3,463
