animateType,name,no,tagAddr,tagID,interval
changeImage,FCU25.기동,1088,http://192.168.245.3:9898/monitor/hvac/2010_5_17,TAG_2010_5_17,NULL
changeImage,FCU25-1.기동,1089,http://192.168.245.3:9898/monitor/hvac/2010_5_18,TAG_2010_5_18,NULL
changeImage,FCU25-2.기동,1090,http://192.168.245.3:9898/monitor/hvac/2010_5_19,TAG_2010_5_19,NULL
changeImage,FCU22.기동,1091,http://192.168.245.3:9898/monitor/hvac/2010_5_20,TAG_2010_5_20,NULL
changeImage,FCU22.상태,1092,http://192.168.245.3:9898/monitor/hvac/2010_5_21,TAG_2010_5_21,NULL
changeImage,FCU25-1.상태,1093,http://192.168.245.3:9898/monitor/hvac/2010_5_22,TAG_2010_5_22,NULL
changeImage,FCU25-2.상태,1094,http://192.168.245.3:9898/monitor/hvac/2010_5_23,TAG_2010_5_23,NULL
changeImage,FCU23.상태,1095,http://192.168.245.3:9898/monitor/hvac/2010_5_24,TAG_2010_5_24,NULL
changeImage,FCU24.상태,1096,http://192.168.245.3:9898/monitor/hvac/2010_5_25,TAG_2010_5_25,NULL
changeImage,FCU25.상태,1097,http://192.168.245.3:9898/monitor/hvac/2010_5_26,TAG_2010_5_26,NULL
changeImage,공조기10.흄후드01.상태,1098,http://192.168.245.3:9898/monitor/hvac/2010_5_27,TAG_2010_5_27,NULL
changeImage,공조기10.공기유동01.상태,1099,http://192.168.245.3:9898/monitor/hvac/2010_5_28,TAG_2010_5_28,NULL
changeImage,공조기10.흄후드02.상태,1100,http://192.168.245.3:9898/monitor/hvac/2010_5_29,TAG_2010_5_29,NULL
changeImage,공조기10.공기유동02.상태,1101,http://192.168.245.3:9898/monitor/hvac/2010_5_30,TAG_2010_5_30,NULL
changeImage,FCU.6F-1.자동,1102,http://192.168.245.3:9898/monitor/hvac/2010_5_31,TAG_2010_5_31,NULL
changeImage,FCU.6F-2.자동,1103,http://192.168.245.3:9898/monitor/hvac/2010_5_32,TAG_2010_5_32,NULL
changeImage,FCU.6F-3.자동,1104,http://192.168.245.3:9898/monitor/hvac/2010_5_33,TAG_2010_5_33,NULL
changeImage,FCU.6F-4.자동,1105,http://192.168.245.3:9898/monitor/hvac/2010_5_34,TAG_2010_5_34,NULL
changeImage,FCU.6F-5.자동,1106,http://192.168.245.3:9898/monitor/hvac/2010_5_35,TAG_2010_5_35,NULL
changeImage,FCU.6F-6.자동,1107,http://192.168.245.3:9898/monitor/hvac/2010_5_36,TAG_2010_5_36,NULL
changeImage,FCU.6F.1-3.등급해제,1108,http://192.168.245.3:9898/monitor/hvac/2010_5_37,TAG_2010_5_37,NULL
changeImage,FCU.6F.4-6.등급해제,1109,http://192.168.245.3:9898/monitor/hvac/2010_5_38,TAG_2010_5_38,NULL
changeImage,FCU.6F.7-8.등급해제,1110,http://192.168.245.3:9898/monitor/hvac/2010_5_39,TAG_2010_5_39,NULL
changeTextFloor_1,FCU.6F.전체기동.등급,1111,http://192.168.245.3:9898/monitor/hvac/2010_5_40,TAG_2010_5_40,NULL
changeTextFloor_1,FCU.6F.전체기동,1112,http://192.168.245.3:9898/monitor/hvac/2010_5_41,TAG_2010_5_41,NULL
changeTextFloor_1,공조기11.급기온도,1113,http://192.168.245.3:9898/monitor/hvac/2011_0_1,TAG_2011_0_1,3600000
changeTextFloor_1,공조기11.환기온도,1114,http://192.168.245.3:9898/monitor/hvac/2011_0_2,TAG_2011_0_2,3600000
changeTextFloor_1,공조기11.혼합온도,1115,http://192.168.245.3:9898/monitor/hvac/2011_0_3,TAG_2011_0_3,3600000
changeTextFloor_1,공조기14.급기온도,1116,http://192.168.245.3:9898/monitor/hvac/2011_0_4,TAG_2011_0_4,3600000
changeTextFloor_1,공조기14.혼합온도,1117,http://192.168.245.3:9898/monitor/hvac/2011_0_5,TAG_2011_0_5,3600000
changeTextFloor_1,FCU31.실내온도,1118,http://192.168.245.3:9898/monitor/hvac/2011_0_6,TAG_2011_0_6,3600000
changeTextFloor_1,CTCH04.실내온도,1119,http://192.168.245.3:9898/monitor/hvac/2011_0_7,TAG_2011_0_7,3600000
changeTextFloor_0,CTCH04.실내습도,1120,http://192.168.245.3:9898/monitor/hvac/2011_0_8,TAG_2011_0_8,3600000
changeTextFloor_0,공조기11.냉방밸브,1121,http://192.168.245.3:9898/monitor/hvac/2011_1_1,TAG_2011_1_1,NULL
changeTextFloor_0,공조기11.난방밸브,1122,http://192.168.245.3:9898/monitor/hvac/2011_1_2,TAG_2011_1_2,NULL
changeTextFloor_1,FCU31.밸브,1123,http://192.168.245.3:9898/monitor/hvac/2011_1_3,TAG_2011_1_3,NULL
changeTextFloor_0,공조기14.냉방밸브,1124,http://192.168.245.3:9898/monitor/hvac/2011_1_4,TAG_2011_1_4,NULL
changeTextFloor_0,공조기14.난방밸브,1125,http://192.168.245.3:9898/monitor/hvac/2011_1_5,TAG_2011_1_5,NULL
changeTextFloor_0,공조기14.윙코일밸브,1126,http://192.168.245.3:9898/monitor/hvac/2011_1_6,TAG_2011_1_6,NULL
changeTextFloor_0,공조기14.윙코일댐퍼,1127,http://192.168.245.3:9898/monitor/hvac/2011_1_7,TAG_2011_1_7,NULL
changeTextFloor_1,공조기11.외기댐퍼,1128,http://192.168.245.3:9898/monitor/hvac/2011_1_8,TAG_2011_1_8,NULL
changeTextFloor_1,공조기11.혼합댐퍼,1129,http://192.168.245.3:9898/monitor/hvac/2011_1_9,TAG_2011_1_9,NULL
changeTextFloor_1,공조기11.댐퍼최소치,1130,http://192.168.245.3:9898/monitor/hvac/2011_2_1,TAG_2011_2_1,NULL
changeTextFloor_0,공조기11.실외엔탈피,1131,http://192.168.245.3:9898/monitor/hvac/2011_2_2,TAG_2011_2_2,NULL
changeTextFloor_0,공조기11.실내엔탈피,1132,http://192.168.245.3:9898/monitor/hvac/2011_2_3,TAG_2011_2_3,NULL
changeTextFloor_1,공조기11.설정정압,1133,http://192.168.245.3:9898/monitor/hvac/2011_2_4,TAG_2011_2_4,NULL
changeTextFloor_1,공조기11.설정온도,1134,http://192.168.245.3:9898/monitor/hvac/2011_2_5,TAG_2011_2_5,3600000
changeTextFloor_1,공조기11.설정습도,1135,http://192.168.245.3:9898/monitor/hvac/2011_2_6,TAG_2011_2_6,3600000
changeTextFloor_1,공조기11.V혼합댐퍼,1136,http://192.168.245.3:9898/monitor/hvac/2011_2_7,TAG_2011_2_7,NULL
changeTextFloor_1,FCU31.설정온도,1137,http://192.168.245.3:9898/monitor/hvac/2011_2_8,TAG_2011_2_8,3600000
changeTextFloor_0,공조기14.실외엔탈피,1138,http://192.168.245.3:9898/monitor/hvac/2011_2_9,TAG_2011_2_9,NULL
changeTextFloor_1,공조기14.댐퍼최소치,1139,http://192.168.245.3:9898/monitor/hvac/2011_2_10,TAG_2011_2_10,NULL
changeTextFloor_0,공조기14.실내엔탈피,1140,http://192.168.245.3:9898/monitor/hvac/2011_2_11,TAG_2011_2_11,NULL
changeTextFloor_1,공조기14.설정정압,1141,http://192.168.245.3:9898/monitor/hvac/2011_2_12,TAG_2011_2_12,NULL
changeTextFloor_1,공조기14.설정온도,1142,http://192.168.245.3:9898/monitor/hvac/2011_2_13,TAG_2011_2_13,3600000
changeTextFloor_1,공조기14.설정습도,1143,http://192.168.245.3:9898/monitor/hvac/2011_2_14,TAG_2011_2_14,3600000
changeTextFloor_1,공조기14.V혼합댐퍼,1144,http://192.168.245.3:9898/monitor/hvac/2011_2_15,TAG_2011_2_15,NULL
changeTextFloor_1,공조기11.혼합댐퍼.,1145,http://192.168.245.3:9898/monitor/hvac/2011_2_16,TAG_2011_2_16,NULL
changeTextFloor_1,공조기11.외기댐퍼.,1146,http://192.168.245.3:9898/monitor/hvac/2011_2_17,TAG_2011_2_17,NULL
changeTextFloor_1,공조기11.배기댐퍼v,1147,http://192.168.245.3:9898/monitor/hvac/2011_2_18,TAG_2011_2_18,NULL
changeImage,공조기11.급기상태,1148,http://192.168.245.3:9898/monitor/hvac/2011_3_1,TAG_2011_3_1,NULL
changeImage,공조기11.전기히터상태,1149,http://192.168.245.3:9898/monitor/hvac/2011_3_2,TAG_2011_3_2,NULL
changeImage,공조기14.급기상태,1150,http://192.168.245.3:9898/monitor/hvac/2011_3_4,TAG_2011_3_4,NULL
changeImage,공조기11.화재경보,1151,http://192.168.245.3:9898/monitor/hvac/2011_3_5,TAG_2011_3_5,0
changeImage,FCU31.상태,1152,http://192.168.245.3:9898/monitor/hvac/2011_3_6,TAG_2011_3_6,NULL
changeImage,CTCH04.상태,1153,http://192.168.245.3:9898/monitor/hvac/2011_3_7,TAG_2011_3_7,NULL
changeImage,CTCH04.경보,1154,http://192.168.245.3:9898/monitor/hvac/2011_3_8,TAG_2011_3_8,0
changeImage,SUMP03.고수위경보,1155,http://192.168.245.3:9898/monitor/hvac/2011_3_9,TAG_2011_3_9,0
changeImage,SUMP04.고수위경보,1156,http://192.168.245.3:9898/monitor/hvac/2011_3_10,TAG_2011_3_10,0
changeImage,공조기14.전기히터상태,1157,http://192.168.245.3:9898/monitor/hvac/2011_3_11,TAG_2011_3_11,NULL
changeImage,공조기14.필터경보,1158,http://192.168.245.3:9898/monitor/hvac/2011_3_12,TAG_2011_3_12,0
changeImage,공조기14.윙코일상태,1159,http://192.168.245.3:9898/monitor/hvac/2011_3_13,TAG_2011_3_13,NULL
changeImage,FCU31-2.상태,1160,http://192.168.245.3:9898/monitor/hvac/2011_3_14,TAG_2011_3_14,NULL
changeImage,공조기11.급기기동,1161,http://192.168.245.3:9898/monitor/hvac/2011_4_1,TAG_2011_4_1,NULL
changeImage,공조기11.전기히터기동,1162,http://192.168.245.3:9898/monitor/hvac/2011_4_2,TAG_2011_4_2,NULL
changeImage,공조기14.급기기동,1163,http://192.168.245.3:9898/monitor/hvac/2011_4_5,TAG_2011_4_5,NULL
changeImage,공조기14.전기히터기동,1164,http://192.168.245.3:9898/monitor/hvac/2011_4_6,TAG_2011_4_6,NULL
changeImage,공조기14.외기댐퍼,1165,http://192.168.245.3:9898/monitor/hvac/2011_4_7,TAG_2011_4_7,NULL
changeImage,FCU31.기동,1166,http://192.168.245.3:9898/monitor/hvac/2011_4_8,TAG_2011_4_8,NULL
changeTextFloor_1,D10.인터컴,1167,http://192.168.245.3:9898/monitor/hvac/2011_4_9,TAG_2011_4_9,NULL
changeImage,FCU31-2.기동,1168,http://192.168.245.3:9898/monitor/hvac/2011_4_10,TAG_2011_4_10,NULL
changeTextFloor_1,공조기11.ERR,1169,http://192.168.245.3:9898/monitor/hvac/2011_5_1,TAG_2011_5_1,NULL
changeImage,공조기11.냉난방전환,1170,http://192.168.245.3:9898/monitor/hvac/2011_5_2,TAG_2011_5_2,NULL
changeImage,공조기11.예열운전,1171,http://192.168.245.3:9898/monitor/hvac/2011_5_3,TAG_2011_5_3,NULL
changeImage,공조기11.등급해제,1172,http://192.168.245.3:9898/monitor/hvac/2011_5_4,TAG_2011_5_4,NULL
changeImage,공조기11.자동운전,1173,http://192.168.245.3:9898/monitor/hvac/2011_5_5,TAG_2011_5_5,NULL
changeImage,공조기11.엔탈피운전선택,1174,http://192.168.245.3:9898/monitor/hvac/2011_5_6,TAG_2011_5_6,NULL
changeImage,FCU31.자동운전,1175,http://192.168.245.3:9898/monitor/hvac/2011_5_7,TAG_2011_5_7,NULL
changeTextFloor_1,FCU31.냉난방전환,1176,http://192.168.245.3:9898/monitor/hvac/2011_5_8,TAG_2011_5_8,NULL
changeImage,FCU31.등급해제,1177,http://192.168.245.3:9898/monitor/hvac/2011_5_9,TAG_2011_5_9,NULL
changeImage,공조기14.예열운전,1178,http://192.168.245.3:9898/monitor/hvac/2011_5_10,TAG_2011_5_10,NULL
changeTextFloor_1,공조기14.ERR,1179,http://192.168.245.3:9898/monitor/hvac/2011_5_11,TAG_2011_5_11,NULL
changeImage,공조기14.냉난방전환,1180,http://192.168.245.3:9898/monitor/hvac/2011_5_12,TAG_2011_5_12,NULL
changeImage,공조기14.등급해제,1181,http://192.168.245.3:9898/monitor/hvac/2011_5_13,TAG_2011_5_13,NULL
changeImage,공조기14.자동운전,1182,http://192.168.245.3:9898/monitor/hvac/2011_5_14,TAG_2011_5_14,NULL
changeImage,공조기14.엔탈피운전선택,1183,http://192.168.245.3:9898/monitor/hvac/2011_5_15,TAG_2011_5_15,NULL
changeImage,FCU31-2.자동,1184,http://192.168.245.3:9898/monitor/hvac/2011_5_16,TAG_2011_5_16,NULL
changeImage,공조기11.온도전환,1185,http://192.168.245.3:9898/monitor/hvac/2011_5_17,TAG_2011_5_17,3600000
changeTextFloor_1,공조기13.급기온도,1186,http://192.168.245.3:9898/monitor/hvac/2012_0_1,TAG_2012_0_1,3600000
changeTextFloor_1,공조기13.환기온도,1187,http://192.168.245.3:9898/monitor/hvac/2012_0_2,TAG_2012_0_2,3600000
changeTextFloor_1,공조기13.혼합온도,1188,http://192.168.245.3:9898/monitor/hvac/2012_0_3,TAG_2012_0_3,3600000
changeTextFloor_0,공조기13.윙코일댐퍼,1189,http://192.168.245.3:9898/monitor/hvac/2012_1_1,TAG_2012_1_1,NULL
changeTextFloor_0,공조기13.윙코일밸브,1190,http://192.168.245.3:9898/monitor/hvac/2012_1_2,TAG_2012_1_2,NULL
changeTextFloor_1,공조기13.외기댐퍼,1191,http://192.168.245.3:9898/monitor/hvac/2012_1_3,TAG_2012_1_3,NULL
changeTextFloor_1,공조기13.배기댐퍼,1192,http://192.168.245.3:9898/monitor/hvac/2012_1_4,TAG_2012_1_4,NULL
changeTextFloor_1,공조기13.혼합댐퍼,1193,http://192.168.245.3:9898/monitor/hvac/2012_1_5,TAG_2012_1_5,NULL
changeTextFloor_0,공조기13.냉방밸브,1194,http://192.168.245.3:9898/monitor/hvac/2012_1_6,TAG_2012_1_6,NULL
changeTextFloor_0,공조기13.난방밸브,1195,http://192.168.245.3:9898/monitor/hvac/2012_1_7,TAG_2012_1_7,NULL
changeTextFloor_1,공조기13.댐퍼최소치,1196,http://192.168.245.3:9898/monitor/hvac/2012_2_1,TAG_2012_2_1,NULL
changeTextFloor_0,공조기13.실외엔탈피,1197,http://192.168.245.3:9898/monitor/hvac/2012_2_2,TAG_2012_2_2,NULL
changeTextFloor_0,공조기13.실내엔탈피,1198,http://192.168.245.3:9898/monitor/hvac/2012_2_3,TAG_2012_2_3,NULL
changeTextFloor_1,공조기13.설정정압,1199,http://192.168.245.3:9898/monitor/hvac/2012_2_4,TAG_2012_2_4,NULL
changeTextFloor_1,공조기13.설정온도,1200,http://192.168.245.3:9898/monitor/hvac/2012_2_5,TAG_2012_2_5,3600000
changeTextFloor_1,공조기13.설정습도,1201,http://192.168.245.3:9898/monitor/hvac/2012_2_6,TAG_2012_2_6,3600000
changeTextFloor_1,공조기13.V혼합댐퍼,1202,http://192.168.245.3:9898/monitor/hvac/2012_2_7,TAG_2012_2_7,NULL
changeTextFloor_1,공조기13.혼합설정온도,1203,http://192.168.245.3:9898/monitor/hvac/2012_2_8,TAG_2012_2_8,3600000
changeImage,공조기13.급기상태,1204,http://192.168.245.3:9898/monitor/hvac/2012_3_2,TAG_2012_3_2,NULL
changeImage,공조기13.환기상태,1205,http://192.168.245.3:9898/monitor/hvac/2012_3_3,TAG_2012_3_3,NULL
changeImage,공조기13.전기히터상태,1206,http://192.168.245.3:9898/monitor/hvac/2012_3_4,TAG_2012_3_4,NULL
changeImage,공조기13.필터경보,1207,http://192.168.245.3:9898/monitor/hvac/2012_3_5,TAG_2012_3_5,0
changeImage,공조기13.화재경보,1208,http://192.168.245.3:9898/monitor/hvac/2012_3_6,TAG_2012_3_6,0
changeImage,휀07.상태,1209,http://192.168.245.3:9898/monitor/hvac/2012_3_7,TAG_2012_3_7,NULL
changeImage,휀08.상태,1210,http://192.168.245.3:9898/monitor/hvac/2012_3_8,TAG_2012_3_8,NULL
changeTextFloor_1,D11.인터컴,1211,http://192.168.245.3:9898/monitor/hvac/2012_4_1,TAG_2012_4_1,NULL
changeImage,공조기13.급기기동,1212,http://192.168.245.3:9898/monitor/hvac/2012_4_2,TAG_2012_4_2,NULL
changeImage,공조기13.전기히터기동,1213,http://192.168.245.3:9898/monitor/hvac/2012_4_3,TAG_2012_4_3,NULL
changeImage,휀07.기동,1214,http://192.168.245.3:9898/monitor/hvac/2012_4_4,TAG_2012_4_4,NULL
changeImage,휀08.기동,1215,http://192.168.245.3:9898/monitor/hvac/2012_4_5,TAG_2012_4_5,NULL
changeImage,공조기13.환기기동,1216,http://192.168.245.3:9898/monitor/hvac/2012_4_6,TAG_2012_4_6,NULL
changeTextFloor_1,공조기13.ERR,1217,http://192.168.245.3:9898/monitor/hvac/2012_5_1,TAG_2012_5_1,NULL
changeImage,공조기13.냉난방전환,1218,http://192.168.245.3:9898/monitor/hvac/2012_5_2,TAG_2012_5_2,NULL
changeImage,공조기13.예열운전,1219,http://192.168.245.3:9898/monitor/hvac/2012_5_3,TAG_2012_5_3,NULL
changeImage,공조기13.등급해제,1220,http://192.168.245.3:9898/monitor/hvac/2012_5_4,TAG_2012_5_4,NULL
changeImage,공조기13.자동운전,1221,http://192.168.245.3:9898/monitor/hvac/2012_5_5,TAG_2012_5_5,NULL
changeImage,공조기13.엔탈피운전선택,1222,http://192.168.245.3:9898/monitor/hvac/2012_5_6,TAG_2012_5_6,NULL
changeImage,공조기13.온도전환,1223,http://192.168.245.3:9898/monitor/hvac/2012_5_7,TAG_2012_5_7,3600000
changeTextFloor_1,공조기12.급기온도,1224,http://192.168.245.3:9898/monitor/hvac/2013_0_1,TAG_2013_0_1,3600000
changeTextFloor_1,공조기12.환기온도,1225,http://192.168.245.3:9898/monitor/hvac/2013_0_2,TAG_2013_0_2,3600000
changeTextFloor_1,공조기12.혼합온도,1226,http://192.168.245.3:9898/monitor/hvac/2013_0_3,TAG_2013_0_3,3600000
changeTextFloor_0,공조기12.환기습도,1227,http://192.168.245.3:9898/monitor/hvac/2013_0_4,TAG_2013_0_4,3600000
changeTextFloor_1,FCU32.실내온도,1228,http://192.168.245.3:9898/monitor/hvac/2013_0_5,TAG_2013_0_5,3600000
changeTextFloor_1,공조기12.외기댐퍼,1229,http://192.168.245.3:9898/monitor/hvac/2013_1_1,TAG_2013_1_1,NULL
changeTextFloor_1,공조기12.배기댐퍼,1230,http://192.168.245.3:9898/monitor/hvac/2013_1_2,TAG_2013_1_2,NULL
changeTextFloor_1,공조기12.혼합댐퍼,1231,http://192.168.245.3:9898/monitor/hvac/2013_1_3,TAG_2013_1_3,NULL
changeTextFloor_0,FCU32.밸브,1232,http://192.168.245.3:9898/monitor/hvac/2013_1_4,TAG_2013_1_4,NULL
changeTextFloor_0,공조기12.가습밸브,1233,http://192.168.245.3:9898/monitor/hvac/2013_1_5,TAG_2013_1_5,NULL
changeTextFloor_0_clone,공조기12.밸브,1234,http://192.168.245.3:9898/monitor/hvac/2013_1_6,TAG_2013_1_6,NULL
changeTextFloor_1,공조기12.댐퍼최소치,1235,http://192.168.245.3:9898/monitor/hvac/2013_2_1,TAG_2013_2_1,NULL
changeTextFloor_0,공조기12.실외엔탈피,1236,http://192.168.245.3:9898/monitor/hvac/2013_2_2,TAG_2013_2_2,NULL
changeTextFloor_0,공조기12.실내엔탈피,1237,http://192.168.245.3:9898/monitor/hvac/2013_2_3,TAG_2013_2_3,NULL
changeTextFloor_1,공조기12.설정정압,1238,http://192.168.245.3:9898/monitor/hvac/2013_2_4,TAG_2013_2_4,NULL
changeTextFloor_1,공조기12.설정온도,1239,http://192.168.245.3:9898/monitor/hvac/2013_2_5,TAG_2013_2_5,3600000
changeTextFloor_1,공조기12.설정습도,1240,http://192.168.245.3:9898/monitor/hvac/2013_2_6,TAG_2013_2_6,3600000
changeTextFloor_0,공조기12.V혼합댐퍼,1241,http://192.168.245.3:9898/monitor/hvac/2013_2_7,TAG_2013_2_7,NULL
changeTextFloor_1,FCU32.설정온도,1242,http://192.168.245.3:9898/monitor/hvac/2013_2_8,TAG_2013_2_8,3600000
changeTextFloor_0,공조기12.냉방밸브,1243,http://192.168.245.3:9898/monitor/hvac/2013_2_9,TAG_2013_2_9,NULL
changeImage,공조기12.급기상태,1244,http://192.168.245.3:9898/monitor/hvac/2013_3_1,TAG_2013_3_1,NULL
changeImage,공조기12.환기상태,1245,http://192.168.245.3:9898/monitor/hvac/2013_3_2,TAG_2013_3_2,NULL
changeImage,공조기12.전기히터상태,1246,http://192.168.245.3:9898/monitor/hvac/2013_3_3,TAG_2013_3_3,NULL
changeImage,공조기12.필터경보,1247,http://192.168.245.3:9898/monitor/hvac/2013_3_4,TAG_2013_3_4,0
changeImage,공조기12.화재경보,1248,http://192.168.245.3:9898/monitor/hvac/2013_3_5,TAG_2013_3_5,0
changeImage,FCU32.상태,1249,http://192.168.245.3:9898/monitor/hvac/2013_3_6,TAG_2013_3_6,NULL
changeTextFloor_1,D12.인터컴,1250,http://192.168.245.3:9898/monitor/hvac/2013_4_1,TAG_2013_4_1,NULL
changeImage,공조기12.급기기동,1251,http://192.168.245.3:9898/monitor/hvac/2013_4_2,TAG_2013_4_2,NULL
changeImage,공조기12.전기히터기동,1252,http://192.168.245.3:9898/monitor/hvac/2013_4_3,TAG_2013_4_3,NULL
changeImage,FCU32.기동,1253,http://192.168.245.3:9898/monitor/hvac/2013_4_4,TAG_2013_4_4,NULL
changeImage,공조기12.환기기동,1254,http://192.168.245.3:9898/monitor/hvac/2013_4_5,TAG_2013_4_5,NULL
changeTextFloor_1,공조기12.ERR,1255,http://192.168.245.3:9898/monitor/hvac/2013_5_1,TAG_2013_5_1,NULL
changeImage,공조기12.냉난방전환,1256,http://192.168.245.3:9898/monitor/hvac/2013_5_2,TAG_2013_5_2,NULL
changeImage,공조기12.예열운전,1257,http://192.168.245.3:9898/monitor/hvac/2013_5_3,TAG_2013_5_3,NULL
changeImage,공조기12.등급해제,1258,http://192.168.245.3:9898/monitor/hvac/2013_5_4,TAG_2013_5_4,NULL
changeImage,공조기12.자동운전,1259,http://192.168.245.3:9898/monitor/hvac/2013_5_5,TAG_2013_5_5,NULL
changeImage,공조기12.엔탈피운전선택,1260,http://192.168.245.3:9898/monitor/hvac/2013_5_6,TAG_2013_5_6,NULL
changeImage,FCU32.자동운전,1261,http://192.168.245.3:9898/monitor/hvac/2013_5_7,TAG_2013_5_7,NULL
changeTextFloor_1,FCU32.냉난방전환,1262,http://192.168.245.3:9898/monitor/hvac/2013_5_8,TAG_2013_5_8,NULL
changeImage,FCU32.등급해제,1263,http://192.168.245.3:9898/monitor/hvac/2013_5_9,TAG_2013_5_9,NULL
changeImage,공조기12.온도전환,1264,http://192.168.245.3:9898/monitor/hvac/2013_5_10,TAG_2013_5_10,3600000
changeTextFloor_1,저수조.레벨,1265,http://192.168.245.3:9898/monitor/hvac/2014_0_1,TAG_2014_0_1,NULL
changeTextFloor_1,저수조.레벨2,1266,http://192.168.245.3:9898/monitor/hvac/2014_0_2,TAG_2014_0_2,NULL
changeTextFloor_0,우수조.레벨,1267,http://192.168.245.3:9898/monitor/hvac/2014_0_3,TAG_2014_0_3,NULL
changeImage,저수조.고수위경보,1268,http://192.168.245.3:9898/monitor/hvac/2014_3_1,TAG_2014_3_1,0
changeImage,저수조.저수위경보,1269,http://192.168.245.3:9898/monitor/hvac/2014_3_2,TAG_2014_3_2,0
changeImage,저수조.부스터.경보,1270,http://192.168.245.3:9898/monitor/hvac/2014_3_3,TAG_2014_3_3,0
changeImage,저수조.펌프1상태,1271,http://192.168.245.3:9898/monitor/hvac/2014_3_4,TAG_2014_3_4,NULL
changeImage,저수조.펌프2상태,1272,http://192.168.245.3:9898/monitor/hvac/2014_3_5,TAG_2014_3_5,NULL
changeImage,저수조.펌프3상태,1273,http://192.168.245.3:9898/monitor/hvac/2014_3_6,TAG_2014_3_6,NULL
changeImage,SUMP05.고수위경보,1274,http://192.168.245.3:9898/monitor/hvac/2014_3_7,TAG_2014_3_7,0
changeImage,폐수조.고수위경보,1275,http://192.168.245.3:9898/monitor/hvac/2014_3_8,TAG_2014_3_8,0
changeImage,폐수조.판넬.경보,1276,http://192.168.245.3:9898/monitor/hvac/2014_3_9,TAG_2014_3_9,0
changeImage,우수조.고수위경보,1277,http://192.168.245.3:9898/monitor/hvac/2014_3_10,TAG_2014_3_10,0
changeImage,우수조.저수위경보,1278,http://192.168.245.3:9898/monitor/hvac/2014_3_11,TAG_2014_3_11,0
changeImage,우수조.판넬.상태,1279,http://192.168.245.3:9898/monitor/hvac/2014_3_12,TAG_2014_3_12,NULL
changeImage,우수조.판넬.경보,1280,http://192.168.245.3:9898/monitor/hvac/2014_3_13,TAG_2014_3_13,0
changeTextFloor_1,저수조.저수위경보2,1281,http://192.168.245.3:9898/monitor/hvac/2014_3_14,TAG_2014_3_14,0
changeTextFloor_1,저수조.고수위경보2,1282,http://192.168.245.3:9898/monitor/hvac/2014_3_15,TAG_2014_3_15,0
changeTextFloor_1,D13.인터컴,1283,http://192.168.245.3:9898/monitor/hvac/2014_4_1,TAG_2014_4_1,NULL
changeTextFloor_0,공조기12.난방밸브,1284,http://192.168.245.3:9898/monitor/hvac/2013_2_10,TAG_2013_2_10,NULL
changeTextFloor_0,공조기01.환기FMS,1285,http://192.168.245.3:9898/monitor/hvac/2002_2_4,TAG_2002_2_4,NULL
changeImage,공조기06.윙코일상태,1286,http://192.168.245.3:9898/monitor/hvac/2006_3_1,TAG_2006_3_1,NULL
changeTextFloor_1,공조기08.혼합설정온도,1287,http://192.168.245.3:9898/monitor/hvac/2008_2_13,TAG_2008_2_13,3600000
changeImage,공조기13.윙코일상태,1288,http://192.168.245.3:9898/monitor/hvac/2012_3_1,TAG_2012_3_1,NULL
changeTextFloor_1,공조기14.혼합설정온도,1289,http://192.168.245.3:9898/monitor/hvac/2011_2_19,TAG_2011_2_19,3600000
changeImage,화학실험실.흄후드배기01.상태,1290,http://192.168.245.3:9898/monitor/hvac/2009_3_1,TAG_2009_3_1,NULL
changeImage,공조기02.급기경보,1291,http://192.168.245.3:9898/monitor/hvac/2001_3_33,TAG_2001_3_33,0
changeImage,공조기03.급기경보,1292,http://192.168.245.3:9898/monitor/hvac/2003_3_2,TAG_2003_3_2,0
changeImage,공조기04.급기경보,1293,http://192.168.245.3:9898/monitor/hvac/2004_3_2,TAG_2004_3_2,0
changeImage,공조기05.급기경보,1294,http://192.168.245.3:9898/monitor/hvac/2005_3_3,TAG_2005_3_3,0
changeImage,공조기07.급기경보,1295,http://192.168.245.3:9898/monitor/hvac/2007_3_4,TAG_2007_3_4,0
changeImage,공조기09.급기경보,1296,http://192.168.245.3:9898/monitor/hvac/2009_3_3,TAG_2009_3_3,0
changeImage,공조기10.급기경보,1297,http://192.168.245.3:9898/monitor/hvac/2010_3_2,TAG_2010_3_2,0
changeImage,공조기11.필터경보,1298,http://192.168.245.3:9898/monitor/hvac/2011_3_3,TAG_2011_3_3,0
changeImage,CTCH01.경보,1299,http://192.168.245.3:9898/monitor/hvac/2002_3_8,TAG_2002_3_8,0
changeTextFloor_1,공조기03.ERR,1300,http://192.168.245.3:9898/monitor/hvac/2003_2_14,TAG_2003_2_14,NULL
changeTextFloor_1,공조기04.ERR,1301,http://192.168.245.3:9898/monitor/hvac/2004_2_16,TAG_2004_2_16,NULL
changeTextFloor_1,AutoClaveN02.상태,1302,http://192.168.245.3:9898/monitor/hvac/2005_3_1,TAG_2005_3_1,NULL
changeTextFloor_1,공조기07.전기히터상태,1303,http://192.168.245.3:9898/monitor/hvac/2007_3_2,TAG_2007_3_2,NULL
changeTextFloor_1,흄후드배기07.상태,1304,http://192.168.245.3:9898/monitor/hvac/2010_3_28,TAG_2010_3_28,NULL
