no,name,url
2,조명 1층,appPasteur/modules/others/lighting/point-monitor/svg/F01.svg
3,조명 2층,appPasteur/modules/others/lighting/point-monitor/svg/F02.svg
4,조명 3층,appPasteur/modules/others/lighting/point-monitor/svg/F03.svg
5,조명 4층,appPasteur/modules/others/lighting/point-monitor/svg/F04.svg
6,조명 5층,appPasteur/modules/others/lighting/point-monitor/svg/F05.svg
7,조명 6층,appPasteur/modules/others/lighting/point-monitor/svg/F06.svg
8,조명 7층,appPasteur/modules/others/lighting/point-monitor/svg/F07.svg
