animateType,name,no,tagAddr,tagID,interval,criteria
NULL,upsAdvConfigMaxShutdownTime.0,114,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.27.0,1.3.6.1.4.1.318.1.1.1.5.2.27.0,NULL,NULL
NULL,upsAsiUpsControlServerRequestShutdown.0,115,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.28.0,1.3.6.1.4.1.318.1.1.1.5.2.28.0,NULL,NULL
NULL,upsAdvConfigBasicSignalLowBatteryDuration.0,116,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.30.0,1.3.6.1.4.1.318.1.1.1.5.2.30.0,NULL,NULL
NULL,upsAdvConfigBypassPhaseLockRequired.0,117,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.31.0,1.3.6.1.4.1.318.1.1.1.5.2.31.0,NULL,NULL
NULL,upsAdvConfigBypassToleranceSetting.0,118,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.34.0,1.3.6.1.4.1.318.1.1.1.5.2.34.0,NULL,NULL
NULL,upsAdvConfigGreenMode.0,119,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.45.0,1.3.6.1.4.1.318.1.1.1.5.2.45.0,NULL,NULL
NULL,upsAdvConfigLCDLocalLanguage.0,120,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.46.0,1.3.6.1.4.1.318.1.1.1.5.2.46.0,NULL,NULL
NULL,upsAdvConfigLCDLockOut.0,121,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.47.0,1.3.6.1.4.1.318.1.1.1.5.2.47.0,NULL,NULL
NULL,upsAdvConfigChargerRate.0,122,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.48.0,1.3.6.1.4.1.318.1.1.1.5.2.48.0,NULL,NULL
NULL,upsAdvConfigBatterySelection.0,123,http://192.168.245.3:9898/monitor/ups/1.3.6.1.4.1.318.1.1.1.5.2.49.0,1.3.6.1.4.1.318.1.1.1.5.2.49.0,NULL,NULL
